contrast,loss_curve,smoking_loss_rr,type_prevalence,type_gh_pe_rr,age,baseline_loss,observed_rr,required_type_differential_delta,feasible,min_reachable_rr_under_mechanism,required_loss_rr_other_pregnancies,required_loss_rr_type_pregnancies,smoking_would_have_to_reduce_loss_in_other_pregnancies,calibration_age,calibrated_delta,predicted_rr_under_calibrated_mechanism,interpretation
primary,flat_12,1.16,0.05,2,15,0.12,0.900217954534767,,0,0.952380952471721,,,,30,7.57078448497248,0.963818703145419,"Fixed-assumption left-truncation scenario under a true null within latent type; not an estimate of selection. A larger baseline loss makes the same mechanism produce a stronger inverse association, so under any loss curve that rises with age the mechanism predicts more, not less, apparent protection at older ages."
primary,flat_12,1.16,0.05,2,16,0.12,0.889648551242022,,0,0.952380952471721,,,,30,7.57078448497248,0.963818703145419,"Fixed-assumption left-truncation scenario under a true null within latent type; not an estimate of selection. A larger baseline loss makes the same mechanism produce a stronger inverse association, so under any loss curve that rises with age the mechanism predicts more, not less, apparent protection at older ages."
primary,flat_12,1.16,0.05,2,17,0.12,0.880127199517118,,0,0.952380952471721,,,,30,7.57078448497248,0.963818703145419,"Fixed-assumption left-truncation scenario under a true null within latent type; not an estimate of selection. A larger baseline loss makes the same mechanism produce a stronger inverse association, so under any loss curve that rises with age the mechanism predicts more, not less, apparent protection at older ages."
primary,flat_12,1.16,0.05,2,18,0.12,0.872074203562312,,0,0.952380952471721,,,,30,7.57078448497248,0.963818703145419,"Fixed-assumption left-truncation scenario under a true null within latent type; not an estimate of selection. A larger baseline loss makes the same mechanism produce a stronger inverse association, so under any loss curve that rises with age the mechanism predicts more, not less, apparent protection at older ages."
primary,flat_12,1.16,0.05,2,19,0.12,0.865783842323519,,0,0.952380952471721,,,,30,7.57078448497248,0.963818703145419,"Fixed-assumption left-truncation scenario under a true null within latent type; not an estimate of selection. A larger baseline loss makes the same mechanism produce a stronger inverse association, so under any loss curve that rises with age the mechanism predicts more, not less, apparent protection at older ages."
primary,flat_12,1.16,0.05,2,20,0.12,0.8613566316595,,0,0.952380952471721,,,,30,7.57078448497248,0.963818703145419,"Fixed-assumption left-truncation scenario under a true null within latent type; not an estimate of selection. A larger baseline loss makes the same mechanism produce a stronger inverse association, so under any loss curve that rises with age the mechanism predicts more, not less, apparent protection at older ages."
primary,flat_12,1.16,0.05,2,21,0.12,0.859676954587837,,0,0.952380952471721,,,,30,7.57078448497248,0.963818703145419,"Fixed-assumption left-truncation scenario under a true null within latent type; not an estimate of selection. A larger baseline loss makes the same mechanism produce a stronger inverse association, so under any loss curve that rises with age the mechanism predicts more, not less, apparent protection at older ages."
primary,flat_12,1.16,0.05,2,22,0.12,0.860801572260859,,0,0.952380952471721,,,,30,7.57078448497248,0.963818703145419,"Fixed-assumption left-truncation scenario under a true null within latent type; not an estimate of selection. A larger baseline loss makes the same mechanism produce a stronger inverse association, so under any loss curve that rises with age the mechanism predicts more, not less, apparent protection at older ages."
primary,flat_12,1.16,0.05,2,23,0.12,0.865044123188789,,0,0.952380952471721,,,,30,7.57078448497248,0.963818703145419,"Fixed-assumption left-truncation scenario under a true null within latent type; not an estimate of selection. A larger baseline loss makes the same mechanism produce a stronger inverse association, so under any loss curve that rises with age the mechanism predicts more, not less, apparent protection at older ages."
primary,flat_12,1.16,0.05,2,24,0.12,0.872062634252975,,0,0.952380952471721,,,,30,7.57078448497248,0.963818703145419,"Fixed-assumption left-truncation scenario under a true null within latent type; not an estimate of selection. A larger baseline loss makes the same mechanism produce a stronger inverse association, so under any loss curve that rises with age the mechanism predicts more, not less, apparent protection at older ages."
